antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'carbs_g_cat=medium'}),frozenset({'cooking_method=Roasted'}),0.3325,0.1475,0.053,0.15939849624060148,1.080667771122722,1.0,0.003956250000000001,1.014154740608229,0.11182955268178932,0.12412177985948478,0.013957180340881515,0.2593602650694533
frozenset({'protein_g_cat=high'}),frozenset({'carbs_g_cat=low'}),0.333,0.334,0.12,0.36036036036036034,1.0789232346118574,1.0,0.00877799999999998,1.0412112676056338,0.10967016491754099,0.21937842778793415,0.039580120661201694,0.3598208987430544
frozenset({'carbs_g_cat=low'}),frozenset({'protein_g_cat=high'}),0.334,0.333,0.12,0.35928143712574845,1.0789232346118571,1.0,0.00877799999999998,1.041018691588785,0.1098348348348346,0.21937842778793415,0.03940245446139195,0.3598208987430544
frozenset({'fat_g_cat=low'}),frozenset({'calories_cat=low'}),0.3335,0.3335,0.12,0.35982008995502246,1.078920809460337,1.0,0.008777749999999987,1.0411135831381733,0.10974931232808187,0.21937842778793415,0.03949000743439226,0.35982008995502246
frozenset({'calories_cat=low'}),frozenset({'fat_g_cat=low'}),0.3335,0.3335,0.12,0.35982008995502246,1.078920809460337,1.0,0.008777749999999987,1.0411135831381733,0.10974931232808187,0.21937842778793415,0.03949000743439226,0.35982008995502246
frozenset({'meal_type=Lunch'}),frozenset({'carbs_g_cat=medium'}),0.2565,0.3325,0.092,0.3586744639376218,1.0787201922935994,1.0,0.0067137499999999906,1.0408130699088145,0.0981513698429869,0.1851106639839034,0.03921268005636224,0.317683096630465
frozenset({'carbs_g_cat=medium'}),frozenset({'meal_type=Lunch'}),0.3325,0.2565,0.092,0.27669172932330827,1.0787201922935994,1.0,0.0067137499999999906,1.0279158004158004,0.10932665689627082,0.1851106639839034,0.02715767225730768,0.317683096630465
frozenset({'carbs_g_cat=low'}),frozenset({'diet_type=Keto'}),0.334,0.161,0.058,0.17365269461077845,1.078588165284338,1.0,0.004226000000000001,1.0153115942028985,0.10940250595423012,0.13272311212814647,0.015080684875778842,0.2669505709078737
frozenset({'diet_type=Keto'}),frozenset({'carbs_g_cat=low'}),0.161,0.334,0.058,0.36024844720496896,1.078588165284338,1.0,0.004226000000000001,1.0410291262135922,0.08684394393982985,0.13272311212814647,0.03941208289034376,0.2669505709078737
frozenset({'meal_type=Lunch'}),frozenset({'calories_cat=high'}),0.2565,0.333,0.092,0.3586744639376218,1.0771004923051706,1.0,0.006585499999999994,1.040033434650456,0.09627642466594535,0.18492462311557786,0.03849244968159189,0.31747537010694904
frozenset({'calories_cat=high'}),frozenset({'meal_type=Lunch'}),0.333,0.2565,0.092,0.27627627627627627,1.0771004923051706,1.0,0.006585499999999994,1.0273257261410789,0.10731862329704703,0.18492462311557786,0.02659889209990082,0.31747537010694904
frozenset({'cooking_method=Steamed'}),frozenset({'cholesterol_mg_cat=medium'}),0.14,0.335,0.0505,0.3607142857142857,1.0767590618336886,1.0,0.003599999999999999,1.040223463687151,0.08289201013124566,0.11896348645465253,0.038668098818474717,0.25573027718550106
frozenset({'cholesterol_mg_cat=medium'}),frozenset({'cooking_method=Steamed'}),0.335,0.14,0.0505,0.15074626865671642,1.0767590618336886,1.0,0.003599999999999999,1.0126537785588752,0.10719868979379138,0.11896348645465253,0.012495661228740008,0.25573027718550106
frozenset({'fiber_g_cat=low'}),frozenset({'diet_type=Low-Carb'}),0.338,0.169,0.0615,0.18195266272189348,1.0766429746857602,1.0,0.004377999999999993,1.0158336347197106,0.10753322034730906,0.13804713804713803,0.015586838413830885,0.2729289940828402
frozenset({'diet_type=Low-Carb'}),frozenset({'fiber_g_cat=low'}),0.169,0.338,0.0615,0.36390532544378695,1.0766429746857602,1.0,0.004377999999999993,1.0407255813953487,0.08566425014430636,0.13804713804713803,0.03913191154650594,0.2729289940828402
frozenset({'protein_g_cat=medium'}),frozenset({'diet_type=Balanced'}),0.3325,0.176,0.063,0.1894736842105263,1.076555023923445,1.0,0.004479999999999998,1.0166233766233765,0.10653349979192671,0.14141414141414144,0.01635155850792027,0.2737141148325359
frozenset({'diet_type=Balanced'}),frozenset({'protein_g_cat=medium'}),0.176,0.3325,0.063,0.35795454545454547,1.076555023923445,1.0,0.004479999999999998,1.039646017699115,0.0862998921251348,0.14141414141414144,0.03813415049370105,0.2737141148325359
frozenset({'fiber_g_cat=medium'}),frozenset({'protein_g_cat=medium'}),0.3285,0.3325,0.1175,0.3576864535768645,1.0757487325619985,1.0,0.008273749999999983,1.0392120853080566,0.10486209027106647,0.2161913523459061,0.03773251472189438,0.3555349561117405
frozenset({'protein_g_cat=medium'}),frozenset({'fiber_g_cat=medium'}),0.3325,0.3285,0.1175,0.3533834586466165,1.0757487325619985,1.0,0.008273749999999983,1.0384825581395347,0.10549047732887061,0.2161913523459061,0.03705652814090321,0.3555349561117405
frozenset({'cuisine=Indian'}),frozenset({'protein_g_cat=high'}),0.141,0.333,0.0505,0.3581560283687944,1.0755436287351183,1.0,0.0035470000000000085,1.0391933701657459,0.08176673313431479,0.11924439197166471,0.03771518496071121,0.25490384001022304
frozenset({'protein_g_cat=high'}),frozenset({'cuisine=Indian'}),0.333,0.141,0.0505,0.15165165165165165,1.075543628735118,1.0,0.0035470000000000085,1.0125557522123894,0.10530378375168875,0.11924439197166471,0.012400060129978652,0.25490384001022304
frozenset({'diet_type=Low-Carb'}),frozenset({'fat_g_cat=high'}),0.169,0.333,0.0605,0.3579881656804733,1.075039536577998,1.0,0.004222999999999991,1.0389216589861752,0.08399717556264963,0.13703284258210646,0.03746351676232878,0.2698349236810775
frozenset({'fat_g_cat=high'}),frozenset({'diet_type=Low-Carb'}),0.333,0.169,0.0605,0.18168168168168167,1.075039536577998,1.0,0.004222999999999991,1.015497247706422,0.10465015426171188,0.13703284258210646,0.015260748112733641,0.2698349236810775
frozenset({'meal_type=Snack'}),frozenset({'fiber_g_cat=medium'}),0.245,0.3285,0.0865,0.3530612244897959,1.0747678066660453,1.0,0.006017499999999995,1.0379652996845425,0.09214102515025067,0.17761806981519507,0.036576655978847156,0.3081896685614885
frozenset({'fiber_g_cat=medium'}),frozenset({'meal_type=Snack'}),0.3285,0.245,0.0865,0.2633181126331811,1.0747678066660453,1.0,0.006017499999999995,1.0248657024793388,0.1035986209805499,0.17761806981519507,0.024262400838650486,0.3081896685614885
frozenset({'carbs_g_cat=medium'}),frozenset({'protein_g_cat=low'}),0.3325,0.3345,0.1195,0.3593984962406015,1.0744349663396158,1.0,0.008278749999999988,1.0388673708920186,0.10378762947988639,0.21826484018264836,0.037413217491512364,0.35832406127426186
frozenset({'protein_g_cat=low'}),frozenset({'carbs_g_cat=medium'}),0.3345,0.3325,0.1195,0.35724962630792223,1.0744349663396158,1.0,0.008278749999999988,1.0385058139534882,0.10409953820860131,0.21826484018264836,0.037078091847074474,0.35832406127426186
frozenset({'cuisine=Indian'}),frozenset({'sodium_mg_cat=high'}),0.141,0.3335,0.0505,0.3581560283687944,1.07393111954661,1.0,0.0034765000000000074,1.0384143646408839,0.08014154151154364,0.11910377358490566,0.03699329087591055,0.25479015811243316
frozenset({'sodium_mg_cat=high'}),frozenset({'cuisine=Indian'}),0.3335,0.141,0.0505,0.15142428785607195,1.0739311195466097,1.0,0.0034765000000000074,1.0122844522968197,0.10328819828719578,0.11910377358490566,0.012135375851073304,0.25479015811243316
frozenset({'sodium_mg_cat=low'}),frozenset({'meal_type=Lunch'}),0.334,0.2565,0.092,0.2754491017964072,1.073875640531802,1.0,0.006328999999999987,1.0261528925619834,0.10329351090220636,0.18455366098294881,0.0254863507685369,0.3170617828670145
frozenset({'meal_type=Lunch'}),frozenset({'sodium_mg_cat=low'}),0.2565,0.334,0.092,0.3586744639376218,1.0738756405318017,1.0,0.006328999999999987,1.0384741641337385,0.09252653431186203,0.18455366098294881,0.03704874465108378,0.3170617828670145
frozenset({'calories_cat=medium'}),frozenset({'cholesterol_mg_cat=high'}),0.3335,0.33,0.118,0.3538230884557721,1.0721911771387032,1.0,0.00794499999999998,1.0368677494199534,0.10102101796635575,0.21631530705774518,0.03555684844145087,0.35569942301576485
frozenset({'cholesterol_mg_cat=high'}),frozenset({'calories_cat=medium'}),0.33,0.3335,0.118,0.35757575757575755,1.0721911771387032,1.0,0.00794499999999998,1.0374764150943396,0.10049329623071061,0.21631530705774518,0.03612266703039389,0.35569942301576485
frozenset({'sugar_g_cat=medium'}),frozenset({'calories_cat=high'}),0.332,0.333,0.1185,0.35692771084337344,1.071854987517638,1.0,0.007943999999999979,1.037208430913349,0.10035624952626367,0.21683440073193047,0.035873629450334954,0.35639178334961463
frozenset({'calories_cat=high'}),frozenset({'sugar_g_cat=medium'}),0.333,0.332,0.1185,0.35585585585585583,1.071854987517638,1.0,0.007943999999999979,1.0370349650349648,0.1005067086709807,0.21683440073193047,0.03571235906565242,0.35639178334961463
frozenset({'carbs_g_cat=low'}),frozenset({'diet_type=Balanced'}),0.334,0.176,0.063,0.18862275449101795,1.0717201959716929,1.0,0.0042159999999999975,1.0155571955719558,0.1004814338147671,0.14093959731543623,0.015318876809487817,0.2732886499727817
frozenset({'diet_type=Balanced'}),frozenset({'carbs_g_cat=low'}),0.176,0.334,0.063,0.35795454545454547,1.0717201959716929,1.0,0.0042159999999999975,1.0373097345132742,0.08121436276776077,0.14093959731543623,0.035967785967785965,0.2732886499727817
frozenset({'calories_cat=medium'}),frozenset({'fat_g_cat=medium'}),0.3335,0.3335,0.119,0.35682158920539725,1.0699298027148343,1.0,0.007777749999999986,1.0362599067599065,0.09806338139156622,0.21715328467153283,0.034991131590993596,0.35682158920539725
frozenset({'fat_g_cat=medium'}),frozenset({'calories_cat=medium'}),0.3335,0.3335,0.119,0.35682158920539725,1.0699298027148343,1.0,0.007777749999999986,1.0362599067599065,0.09806338139156622,0.21715328467153283,0.034991131590993596,0.35682158920539725
frozenset({'diet_type=Keto'}),frozenset({'sodium_mg_cat=low'}),0.161,0.334,0.0575,0.35714285714285715,1.06928999144568,1.0,0.003726,1.036,0.07723480333730631,0.13142857142857142,0.034749034749034735,0.2646492728828058
frozenset({'sodium_mg_cat=low'}),frozenset({'diet_type=Keto'}),0.334,0.161,0.0575,0.1721556886227545,1.06928999144568,1.0,0.003726,1.0134755877034356,0.09729729729729732,0.13142857142857142,0.013296410754176978,0.2646492728828058
frozenset({'calories_cat=low'}),frozenset({'diet_type=Vegan'}),0.3335,0.1725,0.0615,0.18440779610194902,1.0690307020402843,1.0,0.0039712500000000026,1.0146001838235295,0.096883977091834,0.13835770528683913,0.014390085923805475,0.27046476761619187
frozenset({'diet_type=Vegan'}),frozenset({'calories_cat=low'}),0.1725,0.3335,0.0615,0.3565217391304348,1.069030702040284,1.0,0.0039712500000000026,1.035777027027027,0.07803404318031101,0.13835770528683913,0.0345412440066538,0.27046476761619187
frozenset({'fiber_g_cat=low'}),frozenset({'fat_g_cat=low'}),0.338,0.3335,0.1205,0.35650887573964496,1.0689921311533581,1.0,0.007776999999999978,1.0357563218390804,0.09749156961803135,0.21869328493647916,0.03452194409549129,0.35891410803474
frozenset({'fat_g_cat=low'}),frozenset({'fiber_g_cat=low'}),0.3335,0.338,0.1205,0.36131934032983504,1.0689921311533581,1.0,0.007776999999999978,1.0365117370892016,0.09683333696494638,0.21869328493647916,0.03522558962210728,0.35891410803474
frozenset({'meal_type=Breakfast'}),frozenset({'fiber_g_cat=low'}),0.252,0.338,0.091,0.3611111111111111,1.0683760683760684,1.0,0.005823999999999996,1.0361739130434782,0.08556149732620315,0.1823647294589178,0.03491104397448804,0.31517094017094016
frozenset({'fiber_g_cat=low'}),frozenset({'meal_type=Breakfast'}),0.338,0.252,0.091,0.2692307692307692,1.0683760683760684,1.0,0.005823999999999996,1.023578947368421,0.09667673716012079,0.1823647294589178,0.023035787741670075,0.31517094017094016
frozenset({'diet_type=Paleo'}),frozenset({'protein_g_cat=low'}),0.1595,0.3345,0.057,0.35736677115987464,1.0683610498053053,1.0,0.0036472499999999977,1.0355829268292684,0.07612949685337671,0.13043478260869565,0.034360287242486284,0.2638851793019104
frozenset({'protein_g_cat=low'}),frozenset({'diet_type=Paleo'}),0.3345,0.1595,0.057,0.17040358744394618,1.068361049805305,1.0,0.0036472499999999977,1.0131432432432432,0.0961485230732729,0.13043478260869565,0.012972739374117997,0.2638851793019104
frozenset({'calories_cat=medium'}),frozenset({'cooking_method=Boiled'}),0.3335,0.153,0.0545,0.1634182908545727,1.068093404278253,1.0,0.0034744999999999984,1.012453405017921,0.09565235345533628,0.12615740740740738,0.012300225330074044,0.2598137205906851
frozenset({'cooking_method=Boiled'}),frozenset({'calories_cat=medium'}),0.153,0.3335,0.0545,0.3562091503267974,1.068093404278253,1.0,0.0034744999999999984,1.035274111675127,0.07526835133173745,0.12615740740740738,0.03407224355108384,0.2598137205906851
frozenset({'sodium_mg_cat=medium'}),frozenset({'diet_type=Vegetarian'}),0.3325,0.162,0.0575,0.17293233082706766,1.0674835236238744,1.0,0.0036349999999999993,1.0132181818181818,0.09470770232861096,0.13157894736842105,0.013045740843756152,0.26393530121600295
frozenset({'diet_type=Vegetarian'}),frozenset({'sodium_mg_cat=medium'}),0.162,0.3325,0.0575,0.3549382716049383,1.0674835236238744,1.0,0.0036349999999999993,1.0347846889952153,0.07543841444432914,0.13157894736842105,0.03361538817219217,0.26393530121600295
frozenset({'protein_g_cat=high'}),frozenset({'fat_g_cat=medium'}),0.333,0.3335,0.1185,0.35585585585585583,1.0670340505422964,1.0,0.007444499999999979,1.0347062937062936,0.09418708367335293,0.21624087591240873,0.03354216932611524,0.35558909734322025
frozenset({'fat_g_cat=medium'}),frozenset({'protein_g_cat=high'}),0.3335,0.333,0.1185,0.35532233883058467,1.0670340505422962,1.0,0.007444499999999979,1.0346255813953487,0.09425774165060227,0.21624087591240873,0.033466774858447755,0.35558909734322025
frozenset({'diet_type=Low-Carb'}),frozenset({'sugar_g_cat=high'}),0.169,0.333,0.06,0.35502958579881655,1.0661549123087584,1.0,0.00372299999999999,1.0341559633027524,0.07466907340553532,0.13574660633484162,0.03302786476584187,0.26760488298949836
frozenset({'sugar_g_cat=high'}),frozenset({'diet_type=Low-Carb'}),0.333,0.169,0.06,0.18018018018018017,1.0661549123087584,1.0,0.00372299999999999,1.0136373626373625,0.0930284857571212,0.13574660633484162,0.013453887100096464,0.26760488298949836
frozenset({'meal_type=Dinner'}),frozenset({'sugar_g_cat=high'}),0.2465,0.333,0.0875,0.35496957403651114,1.0659746968063397,1.0,0.00541549999999999,1.0340597484276728,0.08213859133567147,0.17784552845528454,0.03293789210871232,0.30886616839963693
frozenset({'sugar_g_cat=high'}),frozenset({'meal_type=Dinner'}),0.333,0.2465,0.0875,0.2627627627627627,1.0659746968063397,1.0,0.00541549999999999,1.0220590631364561,0.09279074748340098,0.17784552845528454,0.021582963188802557,0.30886616839963693
frozenset({'diet_type=Vegetarian'}),frozenset({'calories_cat=high'}),0.162,0.333,0.0575,0.3549382716049383,1.065880695510325,1.0,0.0035539999999999947,1.0340095693779905,0.07375739337968236,0.13142857142857142,0.03289096192644419,0.26380547213880545
frozenset({'calories_cat=high'}),frozenset({'diet_type=Vegetarian'}),0.333,0.162,0.0575,0.17267267267267267,1.065880695510325,1.0,0.0035539999999999947,1.012900181488203,0.09266671012319912,0.13142857142857142,0.012735886244239453,0.26380547213880545
frozenset({'diet_type=Paleo'}),frozenset({'sodium_mg_cat=medium'}),0.1595,0.3325,0.0565,0.3542319749216301,1.0653593230725718,1.0,0.003466249999999997,1.0336529126213592,0.07299174006201528,0.12973593570608496,0.0325572658001949,0.26207839347585266
frozenset({'sodium_mg_cat=medium'}),frozenset({'diet_type=Paleo'}),0.3325,0.1595,0.0565,0.16992481203007517,1.0653593230725715,1.0,0.003466249999999997,1.0125588768115943,0.09190944947134659,0.12973593570608496,0.012403107709786044,0.26207839347585266
frozenset({'fiber_g_cat=high'}),frozenset({'diet_type=Low-Carb'}),0.3335,0.169,0.06,0.17991004497751123,1.0645564791568711,1.0,0.003638499999999989,1.0133034734917734,0.09098524631157763,0.13559322033898302,0.013128814654044788,0.2674698153881639
frozenset({'diet_type=Low-Carb'}),frozenset({'fiber_g_cat=high'}),0.169,0.3335,0.06,0.35502958579881655,1.0645564791568711,1.0,0.003638499999999989,1.033380733944954,0.07297432811873224,0.13559322033898302,0.032302454311802745,0.2674698153881639
frozenset({'carbs_g_cat=low'}),frozenset({'cooking_method=Fried'}),0.334,0.1575,0.056,0.16766467065868262,1.0645375914836992,1.0,0.0033949999999999952,1.0122122302158274,0.09102852852852841,0.1285878300803674,0.01206489098953427,0.2616101131071191
frozenset({'cooking_method=Fried'}),frozenset({'carbs_g_cat=low'}),0.1575,0.334,0.056,0.35555555555555557,1.0645375914836992,1.0,0.0033949999999999952,1.0334482758620689,0.07195845697329367,0.1285878300803674,0.03236569903236569,0.2616101131071191
frozenset({'fiber_g_cat=medium'}),frozenset({'cooking_method=Boiled'}),0.3285,0.153,0.0535,0.1628614916286149,1.0644541936510779,1.0,0.0032394999999999993,1.01178,0.09017334604491269,0.12499999999999999,0.011642847259285608,0.256267347121497
frozenset({'cooking_method=Boiled'}),frozenset({'fiber_g_cat=medium'}),0.153,0.3285,0.0535,0.34967320261437906,1.0644541936510779,1.0,0.0032394999999999993,1.0325577889447235,0.07148925840514624,0.12499999999999999,0.031531202701979226,0.256267347121497
frozenset({'cooking_method=Boiled'}),frozenset({'cholesterol_mg_cat=medium'}),0.153,0.335,0.0545,0.3562091503267974,1.0633108964979026,1.0,0.003244999999999998,1.0329441624365483,0.0702966758012629,0.12572087658592848,0.03189345913804117,0.25944785874548826
frozenset({'cholesterol_mg_cat=medium'}),frozenset({'cooking_method=Boiled'}),0.335,0.153,0.0545,0.1626865671641791,1.0633108964979026,1.0,0.003244999999999998,1.0115686274509803,0.08953576602055591,0.12572087658592848,0.011436324869160679,0.25944785874548826
frozenset({'cuisine=Indian'}),frozenset({'fiber_g_cat=high'}),0.141,0.3335,0.05,0.35460992907801425,1.0632981381649602,1.0,0.002976500000000007,1.0327087912087913,0.06930151338766023,0.11778563015312131,0.031672811819976346,0.25226748327963683
frozenset({'fiber_g_cat=high'}),frozenset({'cuisine=Indian'}),0.3335,0.141,0.05,0.14992503748125938,1.0632981381649602,1.0,0.002976500000000007,1.0104991181657847,0.08931732933233329,0.11778563015312131,0.010390031992152958,0.25226748327963683
frozenset({'fiber_g_cat=high'}),frozenset({'cholesterol_mg_cat=high'}),0.3335,0.33,0.117,0.35082458770614694,1.0631048112307482,1.0,0.006944999999999993,1.0320785219399535,0.08906072672014147,0.21408966148215922,0.031081474188278994,0.35268502112580075
frozenset({'cholesterol_mg_cat=high'}),frozenset({'fiber_g_cat=high'}),0.33,0.3335,0.117,0.35454545454545455,1.0631048112307482,1.0,0.006944999999999993,1.032605633802817,0.08859548411787209,0.21408966148215922,0.03157607583714109,0.35268502112580075
frozenset({'cholesterol_mg_cat=high'}),frozenset({'sugar_g_cat=low'}),0.33,0.335,0.1175,0.356060606060606,1.0628674807779284,1.0,0.006949999999999984,1.0327058823529411,0.08828199428389946,0.21461187214611868,0.03167008430166316,0.3534034373586612
frozenset({'sugar_g_cat=low'}),frozenset({'cholesterol_mg_cat=high'}),0.335,0.33,0.1175,0.3507462686567164,1.0628674807779284,1.0,0.006949999999999984,1.0319540229885056,0.08894576867701147,0.21461187214611868,0.030964580084651288,0.3534034373586612
frozenset({'fat_g_cat=medium'}),frozenset({'calories_cat=high'}),0.3335,0.333,0.118,0.3538230884557721,1.0625317971644808,1.0,0.0069444999999999785,1.0322250580046404,0.08829961727720038,0.21513217866909748,0.031219023172072077,0.3540887214050632
frozenset({'fiber_g_cat=high'}),frozenset({'fat_g_cat=high'}),0.3335,0.333,0.118,0.3538230884557721,1.0625317971644808,1.0,0.0069444999999999785,1.0322250580046404,0.08829961727720038,0.21513217866909748,0.031219023172072077,0.3540887214050632
frozenset({'fat_g_cat=high'}),frozenset({'fiber_g_cat=high'}),0.333,0.3335,0.118,0.3543543543543543,1.0625317971644805,1.0,0.0069444999999999785,1.0323,0.08823342566005106,0.21513217866909748,0.03128935386999893,0.3540887214050632
frozenset({'calories_cat=high'}),frozenset({'fat_g_cat=medium'}),0.333,0.3335,0.118,0.3543543543543543,1.0625317971644805,1.0,0.0069444999999999785,1.0323,0.08823342566005106,0.21513217866909748,0.03128935386999893,0.3540887214050632
frozenset({'calories_cat=medium'}),frozenset({'cooking_method=Baked'}),0.3335,0.147,0.052,0.15592203898050974,1.0606941427245562,1.0,0.002975499999999999,1.010570159857904,0.08585319406774769,0.12135355892648773,0.010459600211617527,0.2548317677895746
frozenset({'cooking_method=Baked'}),frozenset({'calories_cat=medium'}),0.147,0.3335,0.052,0.35374149659863946,1.060694142724556,1.0,0.002975499999999999,1.0313210526315788,0.06708224366489311,0.12135355892648773,0.030369837357298486,0.2548317677895746
frozenset({'calories_cat=low'}),frozenset({'cholesterol_mg_cat=low'}),0.3335,0.335,0.1185,0.35532233883058467,1.0606636980017452,1.0,0.006777499999999978,1.0315232558139533,0.08581259238860321,0.21545454545454543,0.030559908015916768,0.3545268410570834
frozenset({'cholesterol_mg_cat=low'}),frozenset({'calories_cat=low'}),0.335,0.3335,0.1185,0.3537313432835821,1.0606636980017452,1.0,0.006777499999999978,1.0313048498845265,0.08600615462707374,0.21545454545454543,0.030354603576267156,0.3545268410570834
frozenset({'fat_g_cat=high'}),frozenset({'cholesterol_mg_cat=high'}),0.333,0.33,0.1165,0.34984984984984985,1.0601510601510602,1.0,0.006609999999999991,1.0305311778290993,0.0850647637554612,0.21317474839890213,0.029626641566940053,0.35144007644007647
frozenset({'cholesterol_mg_cat=high'}),frozenset({'fat_g_cat=high'}),0.33,0.333,0.1165,0.353030303030303,1.06015106015106,1.0,0.006609999999999991,1.03096018735363,0.08468387675357109,0.21317474839890213,0.030030439325791615,0.35144007644007647
frozenset({'sodium_mg_cat=medium'}),frozenset({'diet_type=Balanced'}),0.3325,0.176,0.062,0.18646616541353384,1.0594668489405332,1.0,0.003479999999999997,1.0128650646950093,0.08408843783979696,0.13885778275475924,0.01270165705525952,0.26936944634313054
frozenset({'diet_type=Balanced'}),frozenset({'sodium_mg_cat=medium'}),0.176,0.3325,0.062,0.3522727272727273,1.0594668489405332,1.0,0.003479999999999997,1.0305263157894737,0.06811775759473843,0.13885778275475924,0.029622063329928502,0.26936944634313054
frozenset({'calories_cat=low'}),frozenset({'meal_type=Breakfast'}),0.3335,0.252,0.089,0.26686656671664166,1.0589943123676255,1.0,0.00495799999999999,1.020278118609407,0.08358269342616537,0.1792547834843907,0.019875089193371203,0.3100205849456224
frozenset({'meal_type=Breakfast'}),frozenset({'calories_cat=low'}),0.252,0.3335,0.089,0.35317460317460314,1.0589943123676255,1.0,0.00495799999999999,1.0304171779141102,0.0744757555729134,0.1792547834843907,0.029519284583050448,0.3100205849456224
frozenset({'fat_g_cat=medium'}),frozenset({'fiber_g_cat=medium'}),0.3335,0.3285,0.116,0.34782608695652173,1.0588313149361392,1.0,0.00644525,1.0296333333333334,0.08336459114778694,0.21245421245421245,0.028780472012690565,0.3504731652438621
frozenset({'fiber_g_cat=medium'}),frozenset({'fat_g_cat=medium'}),0.3285,0.3335,0.116,0.3531202435312024,1.058831314936139,1.0,0.00644525,1.030330588235294,0.08274385703648547,0.21245421245421245,0.029437724727985594,0.3504731652438621
frozenset({'cooking_method=Roasted'}),frozenset({'sugar_g_cat=high'}),0.1475,0.333,0.052,0.3525423728813559,1.0586858044485163,1.0,0.002882499999999996,1.0301832460732985,0.06502368599142784,0.12135355892648773,0.02929890986710031,0.25434926451875606
frozenset({'sugar_g_cat=high'}),frozenset({'cooking_method=Roasted'}),0.333,0.1475,0.052,0.15615615615615613,1.0586858044485161,1.0,0.002882499999999996,1.0102580071174379,0.08310748471917877,0.12135355892648773,0.010153848863526266,0.25434926451875606
frozenset({'fat_g_cat=low'}),frozenset({'meal_type=Snack'}),0.3335,0.245,0.0865,0.25937031484257866,1.0586543462962394,1.0,0.004792499999999991,1.0194028340080972,0.08312771834577126,0.1758130081300813,0.01903352959281943,0.30621576966618724
frozenset({'meal_type=Snack'}),frozenset({'fat_g_cat=low'}),0.245,0.3335,0.0865,0.3530612244897959,1.0586543462962394,1.0,0.004792499999999991,1.0302365930599369,0.07338360831451199,0.1758130081300813,0.02934917402820084,0.30621576966618724
frozenset({'cooking_method=Boiled'}),frozenset({'sodium_mg_cat=low'}),0.153,0.334,0.054,0.35294117647058826,1.056710109193378,1.0,0.002897999999999998,1.0292727272727273,0.06336088154269967,0.12471131639722864,0.028440204910793156,0.25730891158858754
frozenset({'sodium_mg_cat=low'}),frozenset({'cooking_method=Boiled'}),0.334,0.153,0.054,0.16167664670658682,1.056710109193378,1.0,0.002897999999999998,1.01035,0.08058058058058053,0.12471131639722864,0.010243974860196962,0.25730891158858754
frozenset({'fat_g_cat=high'}),frozenset({'sodium_mg_cat=medium'}),0.333,0.3325,0.117,0.35135135135135137,1.0566957935378989,1.0,0.006277499999999991,1.0290625,0.08044054895629096,0.21330902461257978,0.02824172487093836,0.35161552529973583
frozenset({'sodium_mg_cat=medium'}),frozenset({'fat_g_cat=high'}),0.3325,0.333,0.117,0.3518796992481203,1.0566957935378987,1.0,0.006277499999999991,1.0291299303944317,0.08038029386343983,0.21330902461257978,0.02830539617409336,0.35161552529973583
frozenset({'diet_type=Vegetarian'}),frozenset({'protein_g_cat=high'}),0.162,0.333,0.057,0.35185185185185186,1.0566121677232787,1.0,0.0030539999999999942,1.0290857142857144,0.06393669137043073,0.13013698630136986,0.02826364595480036,0.26151151151151153
frozenset({'protein_g_cat=high'}),frozenset({'diet_type=Vegetarian'}),0.333,0.162,0.057,0.17117117117117117,1.0566121677232787,1.0,0.0030539999999999942,1.0110652173913044,0.08032825692416934,0.13013698630136986,0.010944118342686356,0.26151151151151153
frozenset({'calories_cat=medium'}),frozenset({'sodium_mg_cat=high'}),0.3335,0.3335,0.1175,0.35232383808095946,1.05644329259658,1.0,0.006277749999999985,1.0290636574074072,0.08016152974413798,0.21383075523202907,0.02824281782589564,0.35232383808095946
frozenset({'sodium_mg_cat=high'}),frozenset({'calories_cat=medium'}),0.3335,0.3335,0.1175,0.35232383808095946,1.05644329259658,1.0,0.006277749999999985,1.0290636574074072,0.08016152974413798,0.21383075523202907,0.02824281782589564,0.35232383808095946
frozenset({'meal_type=Dinner'}),frozenset({'carbs_g_cat=medium'}),0.2465,0.3325,0.0865,0.35091277890466527,1.0553767786606474,1.0,0.004538749999999994,1.0283671875,0.069636494048966,0.17563451776649747,0.027584687497625843,0.30553157742225745
frozenset({'carbs_g_cat=medium'}),frozenset({'meal_type=Dinner'}),0.3325,0.2465,0.0865,0.2601503759398496,1.0553767786606474,1.0,0.004538749999999994,1.0184502032520326,0.07860838691519983,0.17563451776649747,0.018115960105971572,0.30553157742225745
frozenset({'sugar_g_cat=medium'}),frozenset({'cooking_method=Baked'}),0.332,0.147,0.0515,0.15512048192771083,1.055241373657897,1.0,0.002695999999999997,1.0096114081996435,0.07836753677111788,0.12046783625730993,0.009519908473283514,0.2527303089910663
frozenset({'cooking_method=Baked'}),frozenset({'sugar_g_cat=medium'}),0.147,0.332,0.0515,0.35034013605442177,1.055241373657897,1.0,0.002695999999999997,1.0282303664921466,0.061371060449128656,0.12046783625730993,0.027455293494643342,0.2527303089910663
frozenset({'sodium_mg_cat=medium'}),frozenset({'calories_cat=low'}),0.3325,0.3335,0.117,0.3518796992481203,1.055111541973374,1.0,0.006111249999999999,1.0283584686774943,0.07825154454367936,0.21311475409836064,0.027576442982926143,0.3513521434771336
